   1  1  0      0.00000e+00      0.00000e+00
   3  1  0      0.00000e+00      0.00000e+00
   6  1  0      0.00000e+00      0.00000e+00
  11  1  0      0.00000e+00      0.00000e+00
  20  1  0      0.00000e+00      0.00000e+00
  30  1  0      0.00000e+00      0.00000e+00
  41  1  0      0.00000e+00      0.00000e+00
  53  1  0      0.00000e+00      0.00000e+00
  66  1  0      0.00000e+00      0.00000e+00
  78  1  0      0.00000e+00      0.00000e+00
  93  1  0      0.00000e+00      0.00000e+00
 101  1  0      0.00000e+00      0.00000e+00
 225  0  1      0.00000e+00      0.00000e+00
 232  0  1      0.00000e+00      0.00000e+00
 237  0  1      0.00000e+00      0.00000e+00
 245  0  1      0.00000e+00      0.00000e+00
 250  0  1      0.00000e+00      0.00000e+00
 260  0  1      0.00000e+00      0.00000e+00
 269  0  1      0.00000e+00      0.00000e+00
 276  0  1      0.00000e+00      0.00000e+00
 285  0  1      0.00000e+00      0.00000e+00
 294  0  1      0.00000e+00      0.00000e+00
 305  0  1      0.00000e+00      0.00000e+00
 316  0  1      0.00000e+00      0.00000e+00
 328  0  1      0.00000e+00      0.00000e+00
 338  0  1      0.00000e+00      0.00000e+00
 353  0  1      0.00000e+00      0.00000e+00
 366  0  1      0.00000e+00      0.00000e+00
 380  0  1      0.00000e+00      0.00000e+00
 395  0  1      0.00000e+00      0.00000e+00
 412  0  1      0.00000e+00      0.00000e+00
 426  0  1      0.00000e+00      0.00000e+00
 442  0  1      0.00000e+00      0.00000e+00
 457  0  1      0.00000e+00      0.00000e+00
 473  0  1      0.00000e+00      0.00000e+00
 490  0  1      0.00000e+00      0.00000e+00
 505  0  1      0.00000e+00      0.00000e+00
 519  0  1      0.00000e+00      0.00000e+00
 533  0  1      0.00000e+00      0.00000e+00
 541  0  1      0.00000e+00      0.00000e+00
 546  0  1      0.00000e+00      0.00000e+00
 549  0  1      0.00000e+00      0.00000e+00
