   1  0  1      0.00000e+00      0.00000e+00
   3  0  1      0.00000e+00      0.00000e+00
   6  0  1      0.00000e+00      0.00000e+00
  11  0  1      0.00000e+00      0.00000e+00
  18  0  1      0.00000e+00      0.00000e+00
  26  0  1      0.00000e+00      0.00000e+00
  35  0  1      0.00000e+00      0.00000e+00
  46  1  1      0.00000e+00      0.00000e+00
  48  1  0      0.00000e+00      0.00000e+00
  49  1  0      0.00000e+00      0.00000e+00
  52  1  0      0.00000e+00      0.00000e+00
  56  1  0      0.00000e+00      0.00000e+00
  60  1  0      0.00000e+00      0.00000e+00
  62  1  0      0.00000e+00      0.00000e+00
  64  1  0      0.00000e+00      0.00000e+00
