   1  1  0      0.00000e+00      0.00000e+00
   3  1  0      0.00000e+00      0.00000e+00
   7  1  0      0.00000e+00      0.00000e+00
  12  1  0      0.00000e+00      0.00000e+00
  19  1  0      0.00000e+00      0.00000e+00
  27  1  0      0.00000e+00      0.00000e+00
  39  1  0      0.00000e+00      0.00000e+00
  52  1  0      0.00000e+00      0.00000e+00
  65  1  0      0.00000e+00      0.00000e+00
  80  1  0      0.00000e+00      0.00000e+00
  98  1  0      0.00000e+00      0.00000e+00
 119  1  0      0.00000e+00      0.00000e+00
 140  1  0      0.00000e+00      0.00000e+00
 160  1  0      0.00000e+00      0.00000e+00
 183  1  0      0.00000e+00      0.00000e+00
 201  1  0      0.00000e+00      0.00000e+00
 223  1  0      0.00000e+00      0.00000e+00
 248  1  0      0.00000e+00      0.00000e+00
 267  1  0      0.00000e+00      0.00000e+00
 293  1  0      0.00000e+00      0.00000e+00
 315  1  0      0.00000e+00      0.00000e+00
 338  1  0      0.00000e+00      0.00000e+00
 359  1  0      0.00000e+00      0.00000e+00
 378  1  0      0.00000e+00      0.00000e+00
 849  0  1      0.00000e+00      0.00000e+00
 859  0  1      0.00000e+00      0.00000e+00
 870  0  1      0.00000e+00      0.00000e+00
 880  0  1      0.00000e+00      0.00000e+00
 889  0  1      0.00000e+00      0.00000e+00
 899  0  1      0.00000e+00      0.00000e+00
 914  0  1      0.00000e+00      0.00000e+00
 923  0  1      0.00000e+00      0.00000e+00
 935  0  1      0.00000e+00      0.00000e+00
 950  0  1      0.00000e+00      0.00000e+00
 962  0  1      0.00000e+00      0.00000e+00
 976  0  1      0.00000e+00      0.00000e+00
 993  0  1      0.00000e+00      0.00000e+00
1006  0  1      0.00000e+00      0.00000e+00
1027  0  1      0.00000e+00      0.00000e+00
1043  0  1      0.00000e+00      0.00000e+00
1062  0  1      0.00000e+00      0.00000e+00
1079  0  1      0.00000e+00      0.00000e+00
1098  0  1      0.00000e+00      0.00000e+00
1115  0  1      0.00000e+00      0.00000e+00
1138  0  1      0.00000e+00      0.00000e+00
1154  0  1      0.00000e+00      0.00000e+00
1174  0  1      0.00000e+00      0.00000e+00
1201  0  1      0.00000e+00      0.00000e+00
1219  0  1      0.00000e+00      0.00000e+00
1246  0  1      0.00000e+00      0.00000e+00
1271  0  1      0.00000e+00      0.00000e+00
1291  0  1      0.00000e+00      0.00000e+00
1320  0  1      0.00000e+00      0.00000e+00
1347  0  1      0.00000e+00      0.00000e+00
1375  0  1      0.00000e+00      0.00000e+00
1407  0  1      0.00000e+00      0.00000e+00
1433  0  1      0.00000e+00      0.00000e+00
1462  0  1      0.00000e+00      0.00000e+00
1490  0  1      0.00000e+00      0.00000e+00
1516  0  1      0.00000e+00      0.00000e+00
1546  0  1      0.00000e+00      0.00000e+00
1576  0  1      0.00000e+00      0.00000e+00
1608  0  1      0.00000e+00      0.00000e+00
1638  0  1      0.00000e+00      0.00000e+00
1671  0  1      0.00000e+00      0.00000e+00
1701  0  1      0.00000e+00      0.00000e+00
1735  0  1      0.00000e+00      0.00000e+00
1766  0  1      0.00000e+00      0.00000e+00
1799  0  1      0.00000e+00      0.00000e+00
1834  0  1      0.00000e+00      0.00000e+00
1865  0  1      0.00000e+00      0.00000e+00
1897  0  1      0.00000e+00      0.00000e+00
1928  0  1      0.00000e+00      0.00000e+00
1960  0  1      0.00000e+00      0.00000e+00
1991  0  1      0.00000e+00      0.00000e+00
2022  0  1      0.00000e+00      0.00000e+00
2044  0  1      0.00000e+00      0.00000e+00
2060  0  1      0.00000e+00      0.00000e+00
2073  0  1      0.00000e+00      0.00000e+00
2083  0  1      0.00000e+00      0.00000e+00
2089  0  1      0.00000e+00      0.00000e+00
2093  0  1      0.00000e+00      0.00000e+00
2096  0  1      0.00000e+00      0.00000e+00
