   1  1  1      0.00000e+00      0.00000e+00
   2  1  1      0.00000e+00      0.00000e+00
   3  1  1      0.00000e+00      0.00000e+00
   5  1  1      0.00000e+00      0.00000e+00
   8  1  1      0.00000e+00      0.00000e+00
  10  1  1      0.00000e+00      0.00000e+00
  14  1  1      0.00000e+00      0.00000e+00
  19  1  1      0.00000e+00      0.00000e+00
  23  1  1      0.00000e+00      0.00000e+00
  29  1  1      0.00000e+00      0.00000e+00
  34  1  1      0.00000e+00      0.00000e+00
  41  1  1      0.00000e+00      0.00000e+00
  49  1  1      0.00000e+00      0.00000e+00
  55  1  1      0.00000e+00      0.00000e+00
  63  1  1      0.00000e+00      0.00000e+00
  73  1  1      0.00000e+00      0.00000e+00
  82  1  1      0.00000e+00      0.00000e+00
  94  1  1      0.00000e+00      0.00000e+00
 103  1  1      0.00000e+00      0.00000e+00
 115  1  1      0.00000e+00      0.00000e+00
 128  1  1      0.00000e+00      0.00000e+00
