   1  0  1      0.00000e+00      0.00000e+00
   3  0  1      0.00000e+00      0.00000e+00
   6  0  1      0.00000e+00      0.00000e+00
  11  0  1      0.00000e+00      0.00000e+00
  17  0  1      0.00000e+00      0.00000e+00
  26  0  1      0.00000e+00      0.00000e+00
  36  0  1      0.00000e+00      0.00000e+00
  50  0  1      0.00000e+00      0.00000e+00
  62  0  1      0.00000e+00      0.00000e+00
  79  0  1      0.00000e+00      0.00000e+00
  95  0  1      0.00000e+00      0.00000e+00
 114  0  1      0.00000e+00      0.00000e+00
 133  0  1      0.00000e+00      0.00000e+00
 154  0  1      0.00000e+00      0.00000e+00
 174  0  1      0.00000e+00      0.00000e+00
 195  0  1      0.00000e+00      0.00000e+00
 221  0  1      0.00000e+00      0.00000e+00
 248  0  1      0.00000e+00      0.00000e+00
 273  0  1      0.00000e+00      0.00000e+00
 300  0  1      0.00000e+00      0.00000e+00
 330  0  1      0.00000e+00      0.00000e+00
 362  0  1      0.00000e+00      0.00000e+00
 397  0  1      0.00000e+00      0.00000e+00
 434  0  1      0.00000e+00      0.00000e+00
 474  0  1      0.00000e+00      0.00000e+00
 514  0  1      0.00000e+00      0.00000e+00
 560  0  1      0.00000e+00      0.00000e+00
 598  0  1      0.00000e+00      0.00000e+00
 637  0  1      0.00000e+00      0.00000e+00
 681  0  1      0.00000e+00      0.00000e+00
 728  0  1      0.00000e+00      0.00000e+00
 771  0  1      0.00000e+00      0.00000e+00
 805  0  1      0.00000e+00      0.00000e+00
 840  0  1      0.00000e+00      0.00000e+00
 877  0  1      0.00000e+00      0.00000e+00
 911  0  1      0.00000e+00      0.00000e+00
 946  0  1      0.00000e+00      0.00000e+00
 973  0  1      0.00000e+00      0.00000e+00
1006  0  1      0.00000e+00      0.00000e+00
1038  0  1      0.00000e+00      0.00000e+00
1070  0  1      0.00000e+00      0.00000e+00
1101  0  1      0.00000e+00      0.00000e+00
1133  0  1      0.00000e+00      0.00000e+00
1160  0  1      0.00000e+00      0.00000e+00
1190  0  1      0.00000e+00      0.00000e+00
1218  0  1      0.00000e+00      0.00000e+00
1249  0  1      0.00000e+00      0.00000e+00
1277  0  1      0.00000e+00      0.00000e+00
1307  0  1      0.00000e+00      0.00000e+00
1336  0  1      0.00000e+00      0.00000e+00
1368  0  1      0.00000e+00      0.00000e+00
1396  0  1      0.00000e+00      0.00000e+00
1418  0  1      0.00000e+00      0.00000e+00
1448  0  1      0.00000e+00      0.00000e+00
1476  0  1      0.00000e+00      0.00000e+00
1506  0  1      0.00000e+00      0.00000e+00
1527  0  1      0.00000e+00      0.00000e+00
1551  0  1      0.00000e+00      0.00000e+00
1576  0  1      0.00000e+00      0.00000e+00
1904  1  0      0.00000e+00      0.00000e+00
1908  1  0      0.00000e+00      0.00000e+00
1910  1  0      0.00000e+00      0.00000e+00
1915  1  0      0.00000e+00      0.00000e+00
1918  1  0      0.00000e+00      0.00000e+00
1921  1  0      0.00000e+00      0.00000e+00
1925  1  0      0.00000e+00      0.00000e+00
1929  1  0      0.00000e+00      0.00000e+00
1933  1  0      0.00000e+00      0.00000e+00
1937  1  0      0.00000e+00      0.00000e+00
1941  1  0      0.00000e+00      0.00000e+00
1946  1  0      0.00000e+00      0.00000e+00
1950  1  0      0.00000e+00      0.00000e+00
1955  1  0      0.00000e+00      0.00000e+00
1959  1  0      0.00000e+00      0.00000e+00
1964  1  0      0.00000e+00      0.00000e+00
1967  1  0      0.00000e+00      0.00000e+00
1971  1  0      0.00000e+00      0.00000e+00
1975  1  0      0.00000e+00      0.00000e+00
1978  1  0      0.00000e+00      0.00000e+00
1981  1  0      0.00000e+00      0.00000e+00
1983  1  0      0.00000e+00      0.00000e+00
1985  1  0      0.00000e+00      0.00000e+00
1986  1  0      0.00000e+00      0.00000e+00
1987  1  0      0.00000e+00      0.00000e+00
